Title,Number,URL,Price,EvaluationClass,Genre
First Baking Co Ltd,2215,https://walletinvestor.com//tse-stock-forecast/2215-stock-prediction,671,悪い,食料品
KU Holdings Co Ltd,9856,https://walletinvestor.com//tse-stock-forecast/9856-stock-prediction,"1,182",悪い,小売業
Quest Co Ltd,2332,https://walletinvestor.com//tse-stock-forecast/2332-stock-prediction,"1,268",悪い,情報・通信業
Nippon Dry Chemical,1909,https://walletinvestor.com//tse-stock-forecast/1909-stock-prediction,"2,683",上出来,機械
Taki Chemical Co Ltd,4025,https://walletinvestor.com//tse-stock-forecast/4025-stock-prediction,"3,780",上出来,化学
Tonami Holdings Co Ltd,9070,https://walletinvestor.com//tse-stock-forecast/9070-stock-prediction,"4,550",悪い,陸運業
Waqoo Inc.,4937,https://walletinvestor.com//tse-stock-forecast/4937-stock-prediction,"1,830",悪い,化学
KRS Corp,9369,https://walletinvestor.com//tse-stock-forecast/9369-stock-prediction,"1,084",上出来,倉庫・運輸
Tohto Suisan Co Ltd,8038,https://walletinvestor.com//tse-stock-forecast/8038-stock-prediction,"7,180",悪い,卸売業
Kurabo Industries Ltd,3106,https://walletinvestor.com//tse-stock-forecast/3106-stock-prediction,"3,505",悪い,繊維製品
Tokyo Sangyo Co Ltd,8070,https://walletinvestor.com//tse-stock-forecast/8070-stock-prediction,,,
Ichinen Holdings Co Ltd,9619,https://walletinvestor.com//tse-stock-forecast/9619-stock-prediction,"1,764",悪い,サービス業
NEXT FUNDS Nikkei 225 High Dividend Yield Stock 50 Index Exchange Traded Fd,1489,https://walletinvestor.com//tse-stock-forecast/1489-stock-prediction,,,
Toell Co Ltd,3361,https://walletinvestor.com//tse-stock-forecast/3361-stock-prediction,828,悪い,小売業
Yamada Consulting Group Co Ltd,4792,https://walletinvestor.com//tse-stock-forecast/4792-stock-prediction,"1,811",上出来,サービス業
Gala Inc,4777,https://walletinvestor.com//tse-stock-forecast/4777-stock-prediction,,,
Treasure Factory Co Ltd,3093,https://walletinvestor.com//tse-stock-forecast/3093-stock-prediction,"1,436",上出来,小売業
Axell Corp,6730,https://walletinvestor.com//tse-stock-forecast/6730-stock-prediction,"2,014",上出来,電気機器
Chilled & Frozen Logistics Holdings Co Ltd,9099,https://walletinvestor.com//tse-stock-forecast/9099-stock-prediction,"3,150",悪い,陸運業
Kainos Laboratories Inc,4556,https://walletinvestor.com//tse-stock-forecast/4556-stock-prediction,"1,235",普通,医薬品
AR advanced technology Inc,5578,https://walletinvestor.com//tse-stock-forecast/5578-stock-prediction,"2,499",上出来,情報・通信業
Asia Pile Holdings Corp,5288,https://walletinvestor.com//tse-stock-forecast/5288-stock-prediction,809,悪い,ガラス・土石
Yamaura Corp,1780,https://walletinvestor.com//tse-stock-forecast/1780-stock-prediction,"1,500",上出来,建設業
CE Holdings Co Ltd,4320,https://walletinvestor.com//tse-stock-forecast/4320-stock-prediction,544,上出来,情報・通信業
Cerespo Co Ltd,9625,https://walletinvestor.com//tse-stock-forecast/9625-stock-prediction,922,悪い,サービス業
Eco’s Co Ltd,7520,https://walletinvestor.com//tse-stock-forecast/7520-stock-prediction,"2,310",上出来,小売業
DLE Inc,3686,https://walletinvestor.com//tse-stock-forecast/3686-stock-prediction,175,悪い,情報・通信業
AltPlus Inc,3672,https://walletinvestor.com//tse-stock-forecast/3672-stock-prediction,,,
Koatsu Gas Kogyo Co Ltd,4097,https://walletinvestor.com//tse-stock-forecast/4097-stock-prediction,911,上出来,化学
Imura Envelope Co Inc,3955,https://walletinvestor.com//tse-stock-forecast/3955-stock-prediction,"1,083",上出来,パルプ・紙
Techno Smart Corp,6246,https://walletinvestor.com//tse-stock-forecast/6246-stock-prediction,"1,999",上出来,機械
LaKeel Inc.,4074,https://walletinvestor.com//tse-stock-forecast/4074-stock-prediction,"1,801",上出来,情報・通信業
circlace Inc,5029,https://walletinvestor.com//tse-stock-forecast/5029-stock-prediction,487,悪い,情報・通信業
Yamagata Bank Ltd,8344,https://walletinvestor.com//tse-stock-forecast/8344-stock-prediction,"1,199",悪い,銀行業
Takadakiko Steel Construction Co Ltd,5923,https://walletinvestor.com//tse-stock-forecast/5923-stock-prediction,"3,675",上出来,金属製品
Imuraya Group Co Ltd,2209,https://walletinvestor.com//tse-stock-forecast/2209-stock-prediction,"2,593",悪い,食料品
Besterra Co Ltd,1433,https://walletinvestor.com//tse-stock-forecast/1433-stock-prediction,"1,008",上出来,建設業
Sanyo Trading Co Ltd,3176,https://walletinvestor.com//tse-stock-forecast/3176-stock-prediction,"1,348",悪い,卸売業
Linical Co Ltd,2183,https://walletinvestor.com//tse-stock-forecast/2183-stock-prediction,406,悪い,サービス業
Shikibo Ltd,3109,https://walletinvestor.com//tse-stock-forecast/3109-stock-prediction,"1,217",普通,繊維製品
Aichi Tokei Denki Co Ltd,7723,https://walletinvestor.com//tse-stock-forecast/7723-stock-prediction,"2,447",普通,精密機器
Chofu Seisakusho Co Ltd,5946,https://walletinvestor.com//tse-stock-forecast/5946-stock-prediction,"2,167",普通,金属製品
Arakawa Chemical Industries Ltd,4968,https://walletinvestor.com//tse-stock-forecast/4968-stock-prediction,"1,182",上出来,化学
Intertrade Co Ltd,3747,https://walletinvestor.com//tse-stock-forecast/3747-stock-prediction,426,上出来,情報・通信業
Tamagawa Holdings Co Ltd,6838,https://walletinvestor.com//tse-stock-forecast/6838-stock-prediction,807,上出来,電気機器
Mie Kotsu Group Holdings Inc,3232,https://walletinvestor.com//tse-stock-forecast/3232-stock-prediction,637,普通,不動産業
Nihon Yamamura Glass Co Ltd,5210,https://walletinvestor.com//tse-stock-forecast/5210-stock-prediction,"1,652",上出来,ガラス・土石
Teikoku Sen-I Co Ltd,3302,https://walletinvestor.com//tse-stock-forecast/3302-stock-prediction,"2,267",上出来,繊維製品
Nisshin Fudosan Co Ltd,8881,https://walletinvestor.com//tse-stock-forecast/8881-stock-prediction,527,悪い,不動産業
Netstars Co.,5590,https://walletinvestor.com//tse-stock-forecast/5590-stock-prediction,"1,450",上出来,情報・通信業
Focus Systems Corp,4662,https://walletinvestor.com//tse-stock-forecast/4662-stock-prediction,"1,321",上出来,情報・通信業
Advan Co Ltd,7463,https://walletinvestor.com//tse-stock-forecast/7463-stock-prediction,"1,184",普通,小売業
Tsuchiya Holdings Co Ltd,1840,https://walletinvestor.com//tse-stock-forecast/1840-stock-prediction,243,上出来,建設業
Caster Co. Ltd,9331,https://walletinvestor.com//tse-stock-forecast/9331-stock-prediction,"1,163",上出来,サービス業
Shin Nippon Air Technologies,1952,https://walletinvestor.com//tse-stock-forecast/1952-stock-prediction,"3,410",普通,建設業
Fuji Corp Ltd,8860,https://walletinvestor.com//tse-stock-forecast/8860-stock-prediction,771,上出来,不動産業
Chugai Ro Co Ltd,1964,https://walletinvestor.com//tse-stock-forecast/1964-stock-prediction,"3,130",上出来,建設業
Sugimoto & Co Ltd,9932,https://walletinvestor.com//tse-stock-forecast/9932-stock-prediction,"2,300",普通,卸売業
Achilles Corp,5142,https://walletinvestor.com//tse-stock-forecast/5142-stock-prediction,"1,572",悪い,化学
YEDIGITALCorporation,2354,https://walletinvestor.com//tse-stock-forecast/2354-stock-prediction,802,上出来,情報・通信業
Asti Corp,6899,https://walletinvestor.com//tse-stock-forecast/6899-stock-prediction,"3,460",上出来,電気機器
S E Corp,3423,https://walletinvestor.com//tse-stock-forecast/3423-stock-prediction,359,悪い,金属製品
I X Knowledge Inc,9753,https://walletinvestor.com//tse-stock-forecast/9753-stock-prediction,"1,160",上出来,情報・通信業
Ryosan Co Ltd,8140,https://walletinvestor.com//tse-stock-forecast/8140-stock-prediction,"5,170",悪い,卸売業
Axel Mark Inc,3624,https://walletinvestor.com//tse-stock-forecast/3624-stock-prediction,272,上出来,情報・通信業
Edia Co Ltd,3935,https://walletinvestor.com//tse-stock-forecast/3935-stock-prediction,374,上出来,情報・通信業
Temona Inc,3985,https://walletinvestor.com//tse-stock-forecast/3985-stock-prediction,235,上出来,情報・通信業
CREAL Inc.,2998,https://walletinvestor.com//tse-stock-forecast/2998-stock-prediction,"5,240",上出来,不動産業
Fuji Seiki Co Ltd,6400,https://walletinvestor.com//tse-stock-forecast/6400-stock-prediction,329,悪い,機械
Global Link Management Inc,3486,https://walletinvestor.com//tse-stock-forecast/3486-stock-prediction,"2,807",上出来,不動産業
WITZ Corporation,4440,https://walletinvestor.com//tse-stock-forecast/4440-stock-prediction,803,悪い,情報・通信業
Fukushima Bank Ltd,8562,https://walletinvestor.com//tse-stock-forecast/8562-stock-prediction,318,悪い,銀行業
Foodison Inc.,7114,https://walletinvestor.com//tse-stock-forecast/7114-stock-prediction,"1,451",上出来,卸売業
Future Link Network Co.Ltd.,9241,https://walletinvestor.com//tse-stock-forecast/9241-stock-prediction,"1,384",上出来,サービス業
Matsuya Foods Co Ltd,9887,https://walletinvestor.com//tse-stock-forecast/9887-stock-prediction,"5,830",上出来,小売業
Advantage Risk Management Co Ltd,8769,https://walletinvestor.com//tse-stock-forecast/8769-stock-prediction,413,上出来,サービス業
Chuetsu Pulp & Paper Co Ltd,3877,https://walletinvestor.com//tse-stock-forecast/3877-stock-prediction,"1,942",上出来,パルプ・紙
CAC Holdings Corp,4725,https://walletinvestor.com//tse-stock-forecast/4725-stock-prediction,,,
System D Inc,3804,https://walletinvestor.com//tse-stock-forecast/3804-stock-prediction,"1,314",普通,情報・通信業
Torigoe Co Ltd,2009,https://walletinvestor.com//tse-stock-forecast/2009-stock-prediction,717,上出来,食料品
Toho System Science Co Ltd,4333,https://walletinvestor.com//tse-stock-forecast/4333-stock-prediction,"1,276",普通,情報・通信業
Itochu-Shokuhin Co Ltd,2692,https://walletinvestor.com//tse-stock-forecast/2692-stock-prediction,"7,300",普通,卸売業
Shinsho Corp,8075,https://walletinvestor.com//tse-stock-forecast/8075-stock-prediction,"7,280",悪い,卸売業
Kanaden Corp,8081,https://walletinvestor.com//tse-stock-forecast/8081-stock-prediction,"1,536",上出来,卸売業
SMK Corp,6798,https://walletinvestor.com//tse-stock-forecast/6798-stock-prediction,"2,685",悪い,電気機器
Flight Holdings Inc,3753,https://walletinvestor.com//tse-stock-forecast/3753-stock-prediction,310,悪い,情報・通信業
Nishimoto Wismettac HD Co Ltd,9260,https://walletinvestor.com//tse-stock-forecast/9260-stock-prediction,"5,830",上出来,卸売業
Nousouken Corp,3541,https://walletinvestor.com//tse-stock-forecast/3541-stock-prediction,291,上出来,卸売業
Uoriki Co Ltd,7596,https://walletinvestor.com//tse-stock-forecast/7596-stock-prediction,"2,486",上出来,小売業
Rheos Capital Works,7330,https://walletinvestor.com//tse-stock-forecast/7330-stock-prediction,,,
Elematec Corp,2715,https://walletinvestor.com//tse-stock-forecast/2715-stock-prediction,"1,981",悪い,卸売業
Mars Engineering Corp,6419,https://walletinvestor.com//tse-stock-forecast/6419-stock-prediction,"3,280",上出来,機械
NEXT NOTES Nikkei-TOCOM Leveraged Gold,2036,https://walletinvestor.com//tse-stock-forecast/2036-stock-prediction,,,
Araya Industrial Co Ltd,7305,https://walletinvestor.com//tse-stock-forecast/7305-stock-prediction,"3,930",悪い,鉄鋼
Balnibarbi Co Ltd,3418,https://walletinvestor.com//tse-stock-forecast/3418-stock-prediction,"1,306",悪い,小売業
GameWith Inc,6552,https://walletinvestor.com//tse-stock-forecast/6552-stock-prediction,308,普通,サービス業
Toyo Machinery Metal Co Ltd,6210,https://walletinvestor.com//tse-stock-forecast/6210-stock-prediction,803,悪い,機械
Terminalcare Support Institute Inc,7362,https://walletinvestor.com//tse-stock-forecast/7362-stock-prediction,"1,035",悪い,サービス業
iShares Automation & Robot ETF,2522,https://walletinvestor.com//tse-stock-forecast/2522-stock-prediction,,,
logly Inc,6579,https://walletinvestor.com//tse-stock-forecast/6579-stock-prediction,550,悪い,サービス業
Falco Holdings Co Ltd,4671,https://walletinvestor.com//tse-stock-forecast/4671-stock-prediction,"2,351",悪い,サービス業
Nippon Avionics Co Ltd,6946,https://walletinvestor.com//tse-stock-forecast/6946-stock-prediction,"11,440",上出来,電気機器
Idea Consultants Inc,9768,https://walletinvestor.com//tse-stock-forecast/9768-stock-prediction,"2,357",上出来,サービス業
Yamato Corp,1967,https://walletinvestor.com//tse-stock-forecast/1967-stock-prediction,"1,089",上出来,建設業
Cookbiz Co Ltd,6558,https://walletinvestor.com//tse-stock-forecast/6558-stock-prediction,"1,553",上出来,サービス業
Daiki Axis Co Ltd,4245,https://walletinvestor.com//tse-stock-forecast/4245-stock-prediction,701,悪い,化学
Right On Co Ltd,7445,https://walletinvestor.com//tse-stock-forecast/7445-stock-prediction,421,上出来,小売業
T&K Toka Co Ltd,4636,https://walletinvestor.com//tse-stock-forecast/4636-stock-prediction,"1,402",上出来,化学
Osaka Steel Co Ltd,5449,https://walletinvestor.com//tse-stock-forecast/5449-stock-prediction,"2,172",悪い,鉄鋼
Rakumo Inc,4060,https://walletinvestor.com//tse-stock-forecast/4060-stock-prediction,,,
Linkers Corporation,5131,https://walletinvestor.com//tse-stock-forecast/5131-stock-prediction,181,悪い,情報・通信業
Yurtec Corp,1934,https://walletinvestor.com//tse-stock-forecast/1934-stock-prediction,"1,469",普通,建設業
Kel Corp,6919,https://walletinvestor.com//tse-stock-forecast/6919-stock-prediction,"1,924",悪い,電気機器
MTI Ltd,9438,https://walletinvestor.com//tse-stock-forecast/9438-stock-prediction,742,上出来,情報・通信業
Extreme Co Ltd,6033,https://walletinvestor.com//tse-stock-forecast/6033-stock-prediction,"1,331",上出来,サービス業
Fuso Pharmaceutical Industries Ltd,4538,https://walletinvestor.com//tse-stock-forecast/4538-stock-prediction,"2,344",悪い,医薬品
Riken Technos Corp,4220,https://walletinvestor.com//tse-stock-forecast/4220-stock-prediction,"1,003",上出来,化学
Nippon Systemware Co Ltd,9739,https://walletinvestor.com//tse-stock-forecast/9739-stock-prediction,"3,155",上出来,情報・通信業
Nichiden Corp,9902,https://walletinvestor.com//tse-stock-forecast/9902-stock-prediction,"2,749",悪い,卸売業
Tokyo Keiki Inc,7721,https://walletinvestor.com//tse-stock-forecast/7721-stock-prediction,"2,581",上出来,精密機器
Kuroda Precision Industries Ltd,7726,https://walletinvestor.com//tse-stock-forecast/7726-stock-prediction,"1,415",悪い,機械
S&B Foods Inc,2805,https://walletinvestor.com//tse-stock-forecast/2805-stock-prediction,"4,510",上出来,食料品
Tenpo Innovation Co Ltd,3484,https://walletinvestor.com//tse-stock-forecast/3484-stock-prediction,974,上出来,不動産業
Crowdworks Inc,3900,https://walletinvestor.com//tse-stock-forecast/3900-stock-prediction,,,
First-Corporation Inc,1430,https://walletinvestor.com//tse-stock-forecast/1430-stock-prediction,817,悪い,建設業
Fuji Corp Miyagi,7605,https://walletinvestor.com//tse-stock-forecast/7605-stock-prediction,"1,804",普通,小売業
DKS Co Ltd,4461,https://walletinvestor.com//tse-stock-forecast/4461-stock-prediction,"3,535",上出来,化学
SPK Corp,7466,https://walletinvestor.com//tse-stock-forecast/7466-stock-prediction,"2,040",上出来,卸売業
Nichiban Co Ltd,4218,https://walletinvestor.com//tse-stock-forecast/4218-stock-prediction,"1,985",上出来,化学
Densan System Co Ltd,4072,https://walletinvestor.com//tse-stock-forecast/4072-stock-prediction,"2,682",普通,情報・通信業
Copro Holdings Co,7059,https://walletinvestor.com//tse-stock-forecast/7059-stock-prediction,"1,804",上出来,サービス業
Runsystem Co Ltd,3326,https://walletinvestor.com//tse-stock-forecast/3326-stock-prediction,,,
Towa Food Service Co Ltd,3329,https://walletinvestor.com//tse-stock-forecast/3329-stock-prediction,"2,075",上出来,小売業
Internetworking And Broadband Consulting Co Ltd,3920,https://walletinvestor.com//tse-stock-forecast/3920-stock-prediction,441,上出来,情報・通信業
Tsuzuki Denki Co Ltd,8157,https://walletinvestor.com//tse-stock-forecast/8157-stock-prediction,"2,404",上出来,情報・通信業
Kushim Inc,2345,https://walletinvestor.com//tse-stock-forecast/2345-stock-prediction,,,
Retail Partners Co Ltd,8167,https://walletinvestor.com//tse-stock-forecast/8167-stock-prediction,"1,834",上出来,小売業
Fixstars Corporation,3687,https://walletinvestor.com//tse-stock-forecast/3687-stock-prediction,"2,276",上出来,情報・通信業
B-Lot Company Limited,3452,https://walletinvestor.com//tse-stock-forecast/3452-stock-prediction,"1,001",普通,不動産業
Nikkato Corp,5367,https://walletinvestor.com//tse-stock-forecast/5367-stock-prediction,609,悪い,ガラス・土石
Econach Holdings Co Ltd,3521,https://walletinvestor.com//tse-stock-forecast/3521-stock-prediction,144,上出来,サービス業
Cave Interactive Co Ltd,3760,https://walletinvestor.com//tse-stock-forecast/3760-stock-prediction,,,
Okinawa financial Group Inc,7350,https://walletinvestor.com//tse-stock-forecast/7350-stock-prediction,"2,654",上出来,銀行業
Wakamoto Pharmaceutical Co Ltd,4512,https://walletinvestor.com//tse-stock-forecast/4512-stock-prediction,227,悪い,医薬品
TDC Software Engineering Inc,4687,https://walletinvestor.com//tse-stock-forecast/4687-stock-prediction,"2,251",上出来,情報・通信業
POPER Co.Ltd.,5134,https://walletinvestor.com//tse-stock-forecast/5134-stock-prediction,675,上出来,情報・通信業
Uluru Co Ltd,3979,https://walletinvestor.com//tse-stock-forecast/3979-stock-prediction,"1,629",上出来,情報・通信業
Sanden Corp,6444,https://walletinvestor.com//tse-stock-forecast/6444-stock-prediction,169,上出来,機械
Mitsuboshi Co Ltd,5820,https://walletinvestor.com//tse-stock-forecast/5820-stock-prediction,"1,874",悪い,非鉄金属
Draft Inc.,5070,https://walletinvestor.com//tse-stock-forecast/5070-stock-prediction,750,上出来,建設業
Kaihan Co Ltd,3133,https://walletinvestor.com//tse-stock-forecast/3133-stock-prediction,"1,214",悪い,小売業
France Bed Holdings Co Ltd,7840,https://walletinvestor.com//tse-stock-forecast/7840-stock-prediction,"1,317",上出来,その他製品
Morpho Inc,3653,https://walletinvestor.com//tse-stock-forecast/3653-stock-prediction,"1,949",上出来,情報・通信業
Iceco Inc.,7698,https://walletinvestor.com//tse-stock-forecast/7698-stock-prediction,"1,620",上出来,卸売業
Business Brain Showa Ota Inc,9658,https://walletinvestor.com//tse-stock-forecast/9658-stock-prediction,"2,192",上出来,情報・通信業
Twenty-four seven Inc.,7074,https://walletinvestor.com//tse-stock-forecast/7074-stock-prediction,356,上出来,サービス業
Win-Partners Co Ltd,3183,https://walletinvestor.com//tse-stock-forecast/3183-stock-prediction,"1,254",上出来,卸売業
Shinwa Co,3447,https://walletinvestor.com//tse-stock-forecast/3447-stock-prediction,764,悪い,金属製品
Senshukai Co Ltd,8165,https://walletinvestor.com//tse-stock-forecast/8165-stock-prediction,296,上出来,小売業
Rheon Automatic Machinery Co Ltd,6272,https://walletinvestor.com//tse-stock-forecast/6272-stock-prediction,"1,543",上出来,機械
King Co Ltd,8118,https://walletinvestor.com//tse-stock-forecast/8118-stock-prediction,722,普通,繊維製品
SecondXight Analytica Inc.,5028,https://walletinvestor.com//tse-stock-forecast/5028-stock-prediction,,,
Tenpos Busters Co Ltd,2751,https://walletinvestor.com//tse-stock-forecast/2751-stock-prediction,"3,735",上出来,卸売業
Bestone com Co Ltd,6577,https://walletinvestor.com//tse-stock-forecast/6577-stock-prediction,"2,910",上出来,サービス業
Tomoe Corp,1921,https://walletinvestor.com//tse-stock-forecast/1921-stock-prediction,743,悪い,建設業
Yashima Denki Co Ltd,3153,https://walletinvestor.com//tse-stock-forecast/3153-stock-prediction,"1,629",上出来,卸売業
Yutaka Giken Co Ltd,7229,https://walletinvestor.com//tse-stock-forecast/7229-stock-prediction,"2,685",上出来,輸送用機器
Listed Index Fund Japan High Dividend,1698,https://walletinvestor.com//tse-stock-forecast/1698-stock-prediction,,,
Listed Index Fund International Developed Countries Equity,1680,https://walletinvestor.com//tse-stock-forecast/1680-stock-prediction,,,
Advance Create Co Ltd,8798,https://walletinvestor.com//tse-stock-forecast/8798-stock-prediction,"1,037",上出来,保険業
Decollte Holdings Corporation,7372,https://walletinvestor.com//tse-stock-forecast/7372-stock-prediction,506,上出来,サービス業
Toenec Corp,1946,https://walletinvestor.com//tse-stock-forecast/1946-stock-prediction,"5,970",上出来,建設業
Daiichi Commodities Co Ltd,8746,https://walletinvestor.com//tse-stock-forecast/8746-stock-prediction,,,
GFA Co Ltd,8783,https://walletinvestor.com//tse-stock-forecast/8783-stock-prediction,54,上出来,その他金融業
Shin-Nihon Tatemono Co Ltd,8893,https://walletinvestor.com//tse-stock-forecast/8893-stock-prediction,655,上出来,不動産業
Bridge Consulting Group Inc.,9225,https://walletinvestor.com//tse-stock-forecast/9225-stock-prediction,"1,471",上出来,サービス業
Gexeed Co Ltd,3719,https://walletinvestor.com//tse-stock-forecast/3719-stock-prediction,142,上出来,情報・通信業
Scigineer Inc,6031,https://walletinvestor.com//tse-stock-forecast/6031-stock-prediction,729,上出来,サービス業
Kyoritsu Co.Ltd.,7795,https://walletinvestor.com//tse-stock-forecast/7795-stock-prediction,186,上出来,その他製品
Shimojima Co Ltd,7482,https://walletinvestor.com//tse-stock-forecast/7482-stock-prediction,"1,466",上出来,卸売業
Wadakohsan Corp,8931,https://walletinvestor.com//tse-stock-forecast/8931-stock-prediction,"1,307",普通,不動産業
Mirai Works Inc,6563,https://walletinvestor.com//tse-stock-forecast/6563-stock-prediction,782,上出来,サービス業
Danto Holdings Corp,5337,https://walletinvestor.com//tse-stock-forecast/5337-stock-prediction,"1,159",上出来,ガラス・土石
Kasai Kogyo Co Ltd,7256,https://walletinvestor.com//tse-stock-forecast/7256-stock-prediction,245,上出来,輸送用機器
Fields Corp,2767,https://walletinvestor.com//tse-stock-forecast/2767-stock-prediction,"1,777",上出来,卸売業
Yamae Group Holdings Co.Ltd.,7130,https://walletinvestor.com//tse-stock-forecast/7130-stock-prediction,"2,775",上出来,卸売業
Moriroku Holdings Co Ltd,4249,https://walletinvestor.com//tse-stock-forecast/4249-stock-prediction,"2,737",上出来,化学
Okura Industrial Co Ltd,4221,https://walletinvestor.com//tse-stock-forecast/4221-stock-prediction,"3,155",上出来,化学
Nyle,5619,https://walletinvestor.com//tse-stock-forecast/5619-stock-prediction,"1,580",上出来,情報・通信業
Fuji Pharma Co Ltd,4554,https://walletinvestor.com//tse-stock-forecast/4554-stock-prediction,"1,639",上出来,医薬品
Ms&Consulting Co Ltd,6555,https://walletinvestor.com//tse-stock-forecast/6555-stock-prediction,603,悪い,サービス業
GMB Corp,7214,https://walletinvestor.com//tse-stock-forecast/7214-stock-prediction,"1,175",悪い,輸送用機器
Rasa Corp,3023,https://walletinvestor.com//tse-stock-forecast/3023-stock-prediction,"2,006",悪い,卸売業
I Net Corp,9600,https://walletinvestor.com//tse-stock-forecast/9600-stock-prediction,"2,285",上出来,情報・通信業
eSOL Co Ltd,4420,https://walletinvestor.com//tse-stock-forecast/4420-stock-prediction,849,上出来,情報・通信業
Kuribayashi Steamship Co Ltd,9171,https://walletinvestor.com//tse-stock-forecast/9171-stock-prediction,"1,350",悪い,海運業
Mitsubishi Paper Mills Ltd.,3864,https://walletinvestor.com//tse-stock-forecast/3864-stock-prediction,609,上出来,パルプ・紙
GLAD CUBE Inc.,9561,https://walletinvestor.com//tse-stock-forecast/9561-stock-prediction,526,悪い,サービス業
JMS Co Ltd,7702,https://walletinvestor.com//tse-stock-forecast/7702-stock-prediction,535,悪い,精密機器
NEXT FUNDS TOPIX-17 Tranport & Logistics,1628,https://walletinvestor.com//tse-stock-forecast/1628-stock-prediction,,,
Dai Nippon Toryo Co Ltd,4611,https://walletinvestor.com//tse-stock-forecast/4611-stock-prediction,"1,180",上出来,化学
Ardepro Co Ltd,8925,https://walletinvestor.com//tse-stock-forecast/8925-stock-prediction,67,悪い,不動産業
Bunkyodo Group Holdings Co Ltd,9978,https://walletinvestor.com//tse-stock-forecast/9978-stock-prediction,37,悪い,小売業
Tenryu Saw Mfg. Co Ltd,5945,https://walletinvestor.com//tse-stock-forecast/5945-stock-prediction,"1,683",悪い,金属製品
iShares Core 7-10 Year US Treasury Bond JPY Hedged ETF,1482,https://walletinvestor.com//tse-stock-forecast/1482-stock-prediction,,,
Nihon Eslead Corp,8877,https://walletinvestor.com//tse-stock-forecast/8877-stock-prediction,"3,605",上出来,不動産業
Daiko Tsusan Co Ltd,7673,https://walletinvestor.com//tse-stock-forecast/7673-stock-prediction,"1,310",上出来,卸売業
Taiyo Industrial Co Ltd,6663,https://walletinvestor.com//tse-stock-forecast/6663-stock-prediction,352,上出来,電気機器
Casa Inc,7196,https://walletinvestor.com//tse-stock-forecast/7196-stock-prediction,826,悪い,その他金融業
First Bank of Toyama Ltd,7184,https://walletinvestor.com//tse-stock-forecast/7184-stock-prediction,966,上出来,銀行業
Geechs Inc,7060,https://walletinvestor.com//tse-stock-forecast/7060-stock-prediction,509,悪い,サービス業
Inspec Inc,6656,https://walletinvestor.com//tse-stock-forecast/6656-stock-prediction,"1,086",悪い,電気機器
Showcase-Tv Inc,3909,https://walletinvestor.com//tse-stock-forecast/3909-stock-prediction,350,上出来,情報・通信業
Resol Holdings Co Ltd,5261,https://walletinvestor.com//tse-stock-forecast/5261-stock-prediction,"5,750",上出来,サービス業
Nippon Chuzo KK,5609,https://walletinvestor.com//tse-stock-forecast/5609-stock-prediction,"1,032",上出来,鉄鋼
Onamba Co Ltd,5816,https://walletinvestor.com//tse-stock-forecast/5816-stock-prediction,"1,307",普通,非鉄金属
NEXT FUNDS TOPIX-17 COMMERCIAL & WHOLESALE TRADE ETF,1629,https://walletinvestor.com//tse-stock-forecast/1629-stock-prediction,,,
Aisan Technology Co Ltd,4667,https://walletinvestor.com//tse-stock-forecast/4667-stock-prediction,"1,655",上出来,情報・通信業
Vis Co Ltd,5071,https://walletinvestor.com//tse-stock-forecast/5071-stock-prediction,"1,148",上出来,建設業
TOA Corp,6809,https://walletinvestor.com//tse-stock-forecast/6809-stock-prediction,"1,166",上出来,電気機器
Kozo Keikaku Engineering Inc,4748,https://walletinvestor.com//tse-stock-forecast/4748-stock-prediction,"4,005",上出来,情報・通信業
WisdomTree Physical Gold,1672,https://walletinvestor.com//tse-stock-forecast/1672-stock-prediction,,,
Colan Totte.Co.Ltd.,7792,https://walletinvestor.com//tse-stock-forecast/7792-stock-prediction,916,上出来,その他製品
Miyaji Engineering Group Inc,3431,https://walletinvestor.com//tse-stock-forecast/3431-stock-prediction,"4,360",上出来,金属製品
Fujipream Corp,4237,https://walletinvestor.com//tse-stock-forecast/4237-stock-prediction,417,普通,化学
Daiken Medical Co Ltd,7775,https://walletinvestor.com//tse-stock-forecast/7775-stock-prediction,580,上出来,精密機器
Almedio Inc,7859,https://walletinvestor.com//tse-stock-forecast/7859-stock-prediction,"1,092",上出来,その他製品
Jesco Holdings Inc,1434,https://walletinvestor.com//tse-stock-forecast/1434-stock-prediction,961,上出来,建設業
Koike Sanso Kogyo Co Ltd,6137,https://walletinvestor.com//tse-stock-forecast/6137-stock-prediction,"6,240",普通,機械
Goodspeed Co Ltd,7676,https://walletinvestor.com//tse-stock-forecast/7676-stock-prediction,,,
Watts Co Ltd,2735,https://walletinvestor.com//tse-stock-forecast/2735-stock-prediction,673,悪い,小売業
iShares US REIT ETF,1659,https://walletinvestor.com//tse-stock-forecast/1659-stock-prediction,,,
Nakano Refrigerators Co Ltd,6411,https://walletinvestor.com//tse-stock-forecast/6411-stock-prediction,"5,440",悪い,機械
SBI Insurance Group Co Ltd,7326,https://walletinvestor.com//tse-stock-forecast/7326-stock-prediction,"1,064",上出来,保険業
Kawada Technologies Inc,3443,https://walletinvestor.com//tse-stock-forecast/3443-stock-prediction,"10,470",上出来,金属製品
Sansei Technologies Inc,6357,https://walletinvestor.com//tse-stock-forecast/6357-stock-prediction,"1,290",上出来,機械
